n,m,POBLACION,GENERACION,CROSSOVER,MUTACION,NL
12,1,330,1000,0.3,0.001,1952	
12,1,330,1000,0.3,0.0033,1954	
12,1,330,1000,0.3,0.01,1955	
12,1,330,1000,0.3,0.033,1954	
12,1,330,1000,0.3,0.1,1953	
12,1,330,1000,0.3,0.33,1953	
12,1,330,1000,0.9,0.001,1953	
12,1,330,1000,0.9,0.0033,1953	
12,1,330,1000,0.9,0.01,1952	
12,1,330,1000,0.9,0.033,1954	
12,1,330,1000,0.9,0.1,1952	
12,1,330,1000,0.9,0.33,1953	
12,1,330,33,0.01,0.001,1952	
12,1,330,33,0.01,0.0033,1951	
12,1,330,33,0.01,0.01,1950	
12,1,330,33,0.01,0.033,1952	
12,1,330,33,0.01,0.1,1951	
12,1,330,33,0.01,0.33,1953	
12,1,330,33,0.033,0.001,1950	
12,1,330,33,0.033,0.0033,1950	
12,1,330,33,0.033,0.01,1954	
12,1,330,33,0.033,0.033,1953	
12,1,330,33,0.033,0.1,1949	
12,1,330,33,0.033,0.33,1953	
12,1,330,33,0.1,0.001,1951	
12,1,330,33,0.1,0.0033,1952	
12,1,330,33,0.1,0.01,1952	
12,1,330,33,0.1,0.033,1949	
12,1,330,33,0.1,0.1,1950	
12,1,330,33,0.1,0.33,1950	
12,1,330,33,0.3,0.001,1950	
12,1,330,33,0.3,0.0033,1949	
12,1,330,33,0.3,0.01,1951	
12,1,330,33,0.3,0.033,1950	
12,1,330,33,0.3,0.1,1949	
12,1,330,33,0.3,0.33,1950	
12,1,330,33,0.9,0.001,1950	
12,1,330,33,0.9,0.0033,1951	
12,1,330,33,0.9,0.01,1949	
12,1,330,33,0.9,0.033,1949	
12,1,330,33,0.9,0.1,1951	
12,1,330,33,0.9,0.33,1950	
12,1,330,330,0.01,0.001,1955	
12,1,330,330,0.01,0.0033,1953	
12,1,330,330,0.01,0.01,1956	
12,1,330,330,0.01,0.033,1958	
12,1,330,330,0.01,0.1,1955	
12,1,330,330,0.01,0.33,1955	
12,1,330,330,0.033,0.001,1951	
12,1,330,330,0.033,0.0033,1952	
12,1,330,330,0.033,0.01,1954	
12,1,330,330,0.033,0.033,1953	
12,1,330,330,0.033,0.1,1952	
12,1,330,330,0.033,0.33,1953	
12,1,330,330,0.1,0.001,1951	
12,1,330,330,0.1,0.0033,1952	
12,1,330,330,0.1,0.01,1952	
12,1,330,330,0.1,0.033,1952	
12,1,330,330,0.1,0.1,1952	
12,1,330,330,0.1,0.33,1951	
12,1,330,330,0.3,0.001,1952	
12,1,330,330,0.3,0.0033,1952	
12,1,330,330,0.3,0.01,1952	
12,1,330,330,0.3,0.033,1954	
12,1,330,330,0.3,0.1,1951	
12,1,330,330,0.3,0.33,1952	
12,1,330,330,0.9,0.001,1954	
12,1,330,330,0.9,0.0033,1952	
12,1,330,330,0.9,0.01,1952	
12,1,330,330,0.9,0.033,1952	
12,1,330,330,0.9,0.1,1953	
12,1,330,330,0.9,0.33,1952	
12,1,3300,100,0.01,0.001,1956	
12,1,3300,100,0.01,0.0033,1955	
12,1,3300,100,0.01,0.01,1957	
12,1,3300,100,0.01,0.033,1954	
12,1,3300,100,0.01,0.1,1955	
12,1,3300,100,0.01,0.33,1954	
12,1,3300,100,0.033,0.001,1953	
12,1,3300,100,0.033,0.0033,1953	
12,1,3300,100,0.033,0.01,1952	
12,1,3300,100,0.033,0.033,1953	
12,1,3300,100,0.033,0.1,1952	
12,1,3300,100,0.033,0.33,1955	
12,1,3300,100,0.1,0.001,1953	
12,1,3300,100,0.1,0.0033,1953	
12,1,3300,100,0.1,0.01,1953	
12,1,3300,100,0.1,0.033,1953	
12,1,3300,100,0.1,0.1,1953	
12,1,3300,100,0.1,0.33,1955	
12,1,3300,100,0.3,0.001,1954	
12,1,3300,100,0.3,0.0033,1953	
12,1,3300,100,0.3,0.01,1956	
12,1,3300,100,0.3,0.033,1953	
12,1,3300,100,0.3,0.1,1953	
12,1,3300,100,0.3,0.33,1953	
12,1,3300,100,0.9,0.001,1953	
12,1,3300,100,0.9,0.0033,1954	
12,1,3300,100,0.9,0.01,1953	
12,1,3300,100,0.9,0.033,1953	
12,1,3300,100,0.9,0.1,1954	
12,1,3300,100,0.9,0.33,1952	
12,1,3300,1000,0.01,0.001,1956	
12,1,3300,1000,0.01,0.0033,1958	
12,1,3300,1000,0.01,0.01,1957	
12,1,3300,1000,0.01,0.033,1958	
12,1,3300,1000,0.01,0.1,1959	
12,1,3300,1000,0.01,0.33,1956	
12,1,3300,1000,0.033,0.001,1955	
12,1,3300,1000,0.033,0.0033,1954	
12,1,3300,1000,0.033,0.01,1955	
12,1,3300,1000,0.033,0.033,1955	
12,1,3300,1000,0.033,0.1,1955	
12,1,3300,1000,0.033,0.33,1954	
12,1,3300,1000,0.1,0.001,1955	
12,1,3300,1000,0.1,0.0033,1956	
12,1,3300,1000,0.1,0.01,1956	
12,1,3300,1000,0.1,0.033,1955	
12,1,3300,1000,0.1,0.1,1954	
12,1,3300,1000,0.1,0.33,1955	
12,1,3300,1000,0.3,0.001,1955	
12,1,3300,1000,0.3,0.0033,1955	
12,1,3300,1000,0.3,0.01,1955	
12,1,3300,1000,0.3,0.033,1955	
12,1,3300,1000,0.3,0.1,1956	
12,1,3300,1000,0.3,0.33,1954	
12,1,3300,1000,0.9,0.001,1954	
12,1,3300,1000,0.9,0.0033,1953	
12,1,3300,1000,0.9,0.01,1959	
12,1,3300,1000,0.9,0.033,1954	
12,1,3300,1000,0.9,0.1,1955	
12,1,3300,1000,0.9,0.33,1955	
12,1,3300,33,0.01,0.001,1953	
12,1,3300,33,0.01,0.0033,1955	
12,1,3300,33,0.01,0.01,1954	
12,1,3300,33,0.01,0.033,1952	
12,1,3300,33,0.01,0.1,1953	
12,1,3300,33,0.01,0.33,1953	
12,1,3300,33,0.033,0.001,1951	
12,1,3300,33,0.033,0.0033,1954	
12,1,3300,33,0.033,0.01,1952	
12,1,3300,33,0.033,0.033,1952	
12,1,3300,33,0.033,0.1,1952	
12,1,3300,33,0.033,0.33,1955	
12,1,3300,33,0.1,0.001,1955	
12,1,3300,33,0.1,0.0033,1953	
12,1,3300,33,0.1,0.01,1953	
12,1,3300,33,0.1,0.033,1952	
12,1,3300,33,0.1,0.1,1954	
12,1,3300,33,0.1,0.33,1953	
12,1,3300,33,0.3,0.001,1951	
12,1,3300,33,0.3,0.0033,1952	
12,1,3300,33,0.3,0.01,1952	
12,1,3300,33,0.3,0.033,1952	
12,1,3300,33,0.3,0.1,1954	
12,1,3300,33,0.3,0.33,1954	
12,1,3300,33,0.9,0.001,1952	
12,1,3300,33,0.9,0.0033,1953	
12,1,3300,33,0.9,0.01,1954	
12,1,3300,33,0.9,0.033,1952	
12,1,3300,33,0.9,0.1,1951	
12,1,3300,33,0.9,0.33,1952	
12,1,3300,330,0.01,0.001,1957	
12,1,3300,330,0.01,0.0033,1957	
12,1,3300,330,0.01,0.01,1956	
12,1,3300,330,0.01,0.033,1957	
12,1,3300,330,0.01,0.1,1956	
12,1,3300,330,0.01,0.33,1954	
12,1,3300,330,0.033,0.001,1957	
12,1,3300,330,0.033,0.0033,1956	
12,1,3300,330,0.033,0.01,1954	
12,1,3300,330,0.033,0.033,1954	
12,1,3300,330,0.033,0.1,1954	
12,1,3300,330,0.033,0.33,1953	
12,1,3300,330,0.1,0.001,1953	
12,1,3300,330,0.1,0.0033,1953	
12,1,3300,330,0.1,0.01,1953	
12,1,3300,330,0.1,0.033,1954	
12,1,3300,330,0.1,0.1,1954	
12,1,3300,330,0.1,0.33,1955	
12,1,3300,330,0.3,0.001,1953	
12,1,3300,330,0.3,0.0033,1954	
12,1,3300,330,0.3,0.01,1956	
12,1,3300,330,0.3,0.033,1955	
12,1,3300,330,0.3,0.1,1953	
12,1,3300,330,0.3,0.33,1953	
12,1,3300,330,0.9,0.001,1953	
12,1,3300,330,0.9,0.0033,1953	
12,1,3300,330,0.9,0.01,1954	
12,1,3300,330,0.9,0.033,1954	
12,1,3300,330,0.9,0.1,1954	
12,1,3300,330,0.9,0.33,1955	
13,1,100,100,0.01,0.001,3954	
13,1,100,100,0.01,0.0033,3956	
13,1,100,100,0.01,0.01,3952	
13,1,100,100,0.01,0.033,3956	
13,1,100,100,0.01,0.1,3951	
13,1,100,100,0.01,0.33,3955	
13,1,100,100,0.033,0.001,3950	
13,1,100,100,0.033,0.0033,3951	
13,1,100,100,0.033,0.01,3949	
13,1,100,100,0.033,0.033,3952	
13,1,100,100,0.033,0.1,3950	
13,1,100,100,0.033,0.33,3947	
13,1,100,100,0.1,0.001,3950	
13,1,100,100,0.1,0.0033,3947	
13,1,100,100,0.1,0.01,3949	
13,1,100,100,0.1,0.033,3949	
13,1,100,100,0.1,0.1,3949	
13,1,100,100,0.1,0.33,3949	
13,1,100,100,0.3,0.001,3948	
13,1,100,100,0.3,0.0033,3950	
13,1,100,100,0.3,0.01,3951	
13,1,100,100,0.3,0.033,3946	
13,1,100,100,0.3,0.1,3948	
13,1,100,100,0.3,0.33,3950	
13,1,100,100,0.9,0.001,3951	
13,1,100,100,0.9,0.0033,3947	
13,1,100,100,0.9,0.01,3950	
13,1,100,100,0.9,0.033,3953	
13,1,100,100,0.9,0.1,3949	
13,1,100,100,0.9,0.33,3947	
13,1,100,1000,0.01,0.001,3959	
13,1,100,1000,0.01,0.0033,3957	
13,1,100,1000,0.01,0.01,3960	
13,1,100,1000,0.01,0.033,3959	
13,1,100,1000,0.01,0.1,3957	
13,1,100,1000,0.01,0.33,3957	
13,1,100,1000,0.033,0.001,3954	
13,1,100,1000,0.033,0.0033,3954	
13,1,100,1000,0.033,0.01,3957	
13,1,100,1000,0.033,0.033,3954	
13,1,100,1000,0.033,0.1,3951	
13,1,100,1000,0.033,0.33,3954	
13,1,100,1000,0.1,0.001,3954	
13,1,100,1000,0.1,0.0033,3953	
13,1,100,1000,0.1,0.01,3951	
13,1,100,1000,0.1,0.033,3952	
13,1,100,1000,0.1,0.1,3952	
13,1,100,1000,0.1,0.33,3952	
13,1,100,1000,0.3,0.001,3949	
13,1,100,1000,0.3,0.0033,3952	
13,1,100,1000,0.3,0.01,3953	
13,1,100,1000,0.3,0.033,3950	
13,1,100,1000,0.3,0.1,3952	
13,1,100,1000,0.3,0.33,3952	
13,1,100,1000,0.9,0.001,3952	
13,1,100,1000,0.9,0.0033,3954	
13,1,100,1000,0.9,0.01,3950	
13,1,100,1000,0.9,0.033,3953	
13,1,100,1000,0.9,0.1,3952	
13,1,100,1000,0.9,0.33,3953	
13,1,100,33,0.01,0.001,3951	
13,1,100,33,0.01,0.0033,3949	
13,1,100,33,0.01,0.01,3949	
13,1,100,33,0.01,0.033,3952	
13,1,100,33,0.01,0.1,3948	
13,1,100,33,0.01,0.33,3949	
13,1,100,33,0.033,0.001,3949	
13,1,100,33,0.033,0.0033,3951	
13,1,100,33,0.033,0.01,3948	
13,1,100,33,0.033,0.033,3945	
13,1,100,33,0.033,0.1,3950	
13,1,100,33,0.033,0.33,3950	
13,1,100,33,0.1,0.001,3946	
13,1,100,33,0.1,0.0033,3952	
13,1,100,33,0.1,0.01,3949	
13,1,100,33,0.1,0.033,3951	
13,1,100,33,0.1,0.1,3946	
13,1,100,33,0.1,0.33,3948	
13,1,100,33,0.3,0.001,3951	
13,1,100,33,0.3,0.0033,3947	
13,1,100,33,0.3,0.01,3948	
13,1,100,33,0.3,0.033,3949	
13,1,100,33,0.3,0.1,3944	
13,1,100,33,0.3,0.33,3948	
13,1,100,33,0.9,0.001,3945	
13,1,100,33,0.9,0.0033,3950	
13,1,100,33,0.9,0.01,3948	
13,1,100,33,0.9,0.033,3948	
13,1,100,33,0.9,0.1,3949	
13,1,100,33,0.9,0.33,3947	
13,1,100,330,0.01,0.001,3959	
13,1,100,330,0.01,0.0033,3958	
13,1,100,330,0.01,0.01,3956	
13,1,100,330,0.01,0.033,3958	
13,1,100,330,0.01,0.1,3954	
13,1,100,330,0.01,0.33,3953	
13,1,100,330,0.033,0.001,3952	
13,1,100,330,0.033,0.0033,3954	
13,1,100,330,0.033,0.01,3952	
13,1,100,330,0.033,0.033,3953	
13,1,100,330,0.033,0.1,3953	
13,1,100,330,0.033,0.33,3952	
13,1,100,330,0.1,0.001,3949	
13,1,100,330,0.1,0.0033,3949	
13,1,100,330,0.1,0.01,3950	
13,1,100,330,0.1,0.033,3950	
13,1,100,330,0.1,0.1,3950	
13,1,100,330,0.1,0.33,3956	
13,1,100,330,0.3,0.001,3952	
13,1,100,330,0.3,0.0033,3950	
13,1,100,330,0.3,0.01,3952	
13,1,100,330,0.3,0.033,3951	
13,1,100,330,0.3,0.1,3950	
13,1,100,330,0.3,0.33,3949	
13,1,100,330,0.9,0.001,3951	
13,1,100,330,0.9,0.0033,3950	
13,1,100,330,0.9,0.01,3949	
13,1,100,330,0.9,0.033,3949	
13,1,100,330,0.9,0.1,3950	
13,1,100,330,0.9,0.33,3951	
13,1,1000,100,0.01,0.001,3958	
13,1,1000,100,0.01,0.0033,3953	
13,1,1000,100,0.01,0.01,3952	
13,1,1000,100,0.01,0.033,3955	
13,1,1000,100,0.01,0.1,3954	
13,1,1000,100,0.01,0.33,3954	
13,1,1000,100,0.033,0.001,3953	
13,1,1000,100,0.033,0.0033,3952	
13,1,1000,100,0.033,0.01,3952	
13,1,1000,100,0.033,0.033,3951	
13,1,1000,100,0.033,0.1,3951	
13,1,1000,100,0.033,0.33,3952	
13,1,1000,100,0.1,0.001,3952	
13,1,1000,100,0.1,0.0033,3952	
13,1,1000,100,0.1,0.01,3951	
13,1,1000,100,0.1,0.033,3952	
13,1,1000,100,0.1,0.1,3953	
13,1,1000,100,0.1,0.33,3949	
13,1,1000,100,0.3,0.001,3956	
13,1,1000,100,0.3,0.0033,3953	
13,1,1000,100,0.3,0.01,3952	
13,1,1000,100,0.3,0.033,3951	
13,1,1000,100,0.3,0.1,3951	
13,1,1000,100,0.3,0.33,3952	
13,1,1000,100,0.9,0.001,3952	
13,1,1000,100,0.9,0.0033,3953	
13,1,1000,100,0.9,0.01,3951	
13,1,1000,100,0.9,0.033,3954	
13,1,1000,100,0.9,0.1,3953	
13,1,1000,100,0.9,0.33,3952	
13,1,1000,1000,0.01,0.001,3960	
13,1,1000,1000,0.01,0.0033,3956	
13,1,1000,1000,0.01,0.01,3960	
13,1,1000,1000,0.01,0.033,3958	
13,1,1000,1000,0.01,0.1,3959	
13,1,1000,1000,0.01,0.33,3959	
13,1,1000,1000,0.033,0.001,3955	
13,1,1000,1000,0.033,0.0033,3956	
13,1,1000,1000,0.033,0.01,3955	
13,1,1000,1000,0.033,0.033,3954	
13,1,1000,1000,0.033,0.1,3955	
13,1,1000,1000,0.033,0.33,3954	
13,1,1000,1000,0.1,0.001,3955	
13,1,1000,1000,0.1,0.0033,3955	
13,1,1000,1000,0.1,0.01,3954	
13,1,1000,1000,0.1,0.033,3954	
13,1,1000,1000,0.1,0.1,3954	
13,1,1000,1000,0.1,0.33,3954	
13,1,1000,1000,0.3,0.001,3954	
13,1,1000,1000,0.3,0.0033,3955	
13,1,1000,1000,0.3,0.01,3954	
13,1,1000,1000,0.3,0.033,3954	
13,1,1000,1000,0.3,0.1,3954	
13,1,1000,1000,0.3,0.33,3954	
13,1,1000,1000,0.9,0.001,3953	
13,1,1000,1000,0.9,0.0033,3955	
13,1,1000,1000,0.9,0.01,3957	
13,1,1000,1000,0.9,0.033,3953	
13,1,1000,1000,0.9,0.1,3954	
13,1,1000,1000,0.9,0.33,3955	
13,1,1000,33,0.01,0.001,3953	
13,1,1000,33,0.01,0.0033,3952	
13,1,1000,33,0.01,0.01,3951	
13,1,1000,33,0.01,0.033,3951	
13,1,1000,33,0.01,0.1,3952	
13,1,1000,33,0.01,0.33,3951	
13,1,1000,33,0.033,0.001,3950	
13,1,1000,33,0.033,0.0033,3950	
13,1,1000,33,0.033,0.01,3951	
13,1,1000,33,0.033,0.033,3951	
13,1,1000,33,0.033,0.1,3952	
13,1,1000,33,0.033,0.33,3949	
13,1,1000,33,0.1,0.001,3950	
13,1,1000,33,0.1,0.0033,3950	
13,1,1000,33,0.1,0.01,3950	
13,1,1000,33,0.1,0.033,3949	
13,1,1000,33,0.1,0.1,3951	
13,1,1000,33,0.1,0.33,3952	
13,1,1000,33,0.3,0.001,3951	
13,1,1000,33,0.3,0.0033,3950	
13,1,1000,33,0.3,0.01,3949	
13,1,1000,33,0.3,0.033,3951	
13,1,1000,33,0.3,0.1,3950	
13,1,1000,33,0.3,0.33,3951	
13,1,1000,33,0.9,0.001,3948	
13,1,1000,33,0.9,0.0033,3950	
13,1,1000,33,0.9,0.01,3949	
13,1,1000,33,0.9,0.033,3950	
13,1,1000,33,0.9,0.1,3951	
13,1,1000,33,0.9,0.33,3949	
13,1,1000,330,0.01,0.001,3959	
13,1,1000,330,0.01,0.0033,3959	
13,1,1000,330,0.01,0.01,3957	
13,1,1000,330,0.01,0.033,3954	
13,1,1000,330,0.01,0.1,3954	
13,1,1000,330,0.01,0.33,3954	
13,1,1000,330,0.033,0.001,3952	
13,1,1000,330,0.033,0.0033,3955	
13,1,1000,330,0.033,0.01,3955	
13,1,1000,330,0.033,0.033,3954	
13,1,1000,330,0.033,0.1,3952	
13,1,1000,330,0.033,0.33,3951	
13,1,1000,330,0.1,0.001,3953	
13,1,1000,330,0.1,0.0033,3953	
13,1,1000,330,0.1,0.01,3953	
13,1,1000,330,0.1,0.033,3953	
13,1,1000,330,0.1,0.1,3952	
13,1,1000,330,0.1,0.33,3955	
13,1,1000,330,0.3,0.001,3952	
13,1,1000,330,0.3,0.0033,3953	
13,1,1000,330,0.3,0.01,3957	
13,1,1000,330,0.3,0.033,3955	
13,1,1000,330,0.3,0.1,3951	
13,1,1000,330,0.3,0.33,3955	
13,1,1000,330,0.9,0.001,3952	
13,1,1000,330,0.9,0.0033,3953	
13,1,1000,330,0.9,0.01,3954	
13,1,1000,330,0.9,0.033,3952	
13,1,1000,330,0.9,0.1,3952	
13,1,1000,330,0.9,0.33,3952	
13,1,330,100,0.01,0.001,3957	
13,1,330,100,0.01,0.0033,3952	
13,1,330,100,0.01,0.01,3952	
13,1,330,100,0.01,0.033,3951	
13,1,330,100,0.01,0.1,3958	
13,1,330,100,0.01,0.33,3955	
13,1,330,100,0.033,0.001,3950	
13,1,330,100,0.033,0.0033,3953	
13,1,330,100,0.033,0.01,3949	
13,1,330,100,0.033,0.033,3954	
13,1,330,100,0.033,0.1,3950	
13,1,330,100,0.033,0.33,3950	
13,1,330,100,0.1,0.001,3948	
13,1,330,100,0.1,0.0033,3950	
13,1,330,100,0.1,0.01,3949	
13,1,330,100,0.1,0.033,3951	
13,1,330,100,0.1,0.1,3951	
13,1,330,100,0.1,0.33,3951	
13,1,330,100,0.3,0.001,3950	
13,1,330,100,0.3,0.0033,3951	
13,1,330,100,0.3,0.01,3948	
13,1,330,100,0.3,0.033,3950	
13,1,330,100,0.3,0.1,3949	
13,1,330,100,0.3,0.33,3948	
13,1,330,100,0.9,0.001,3951	
13,1,330,100,0.9,0.0033,3951	
13,1,330,100,0.9,0.01,3948	
13,1,330,100,0.9,0.033,3950	
13,1,330,100,0.9,0.1,3953	
13,1,330,100,0.9,0.33,3951	
13,1,330,1000,0.01,0.001,3958	
13,1,330,1000,0.01,0.0033,3958	
13,1,330,1000,0.01,0.01,3959	
13,1,330,1000,0.01,0.033,3958	
13,1,330,1000,0.01,0.1,3957	
13,1,330,1000,0.01,0.33,3957	
13,1,330,1000,0.033,0.001,3954	
13,1,330,1000,0.033,0.0033,3956	
13,1,330,1000,0.033,0.01,3952	
13,1,330,1000,0.033,0.033,3953	
13,1,330,1000,0.033,0.1,3955	
13,1,330,1000,0.033,0.33,3953	
13,1,330,1000,0.1,0.001,3953	
13,1,330,1000,0.1,0.0033,3956	
13,1,330,1000,0.1,0.01,3954	
13,1,330,1000,0.1,0.033,3953	
13,1,330,1000,0.1,0.1,3952	
13,1,330,1000,0.1,0.33,3953	
13,1,330,1000,0.3,0.001,3953	
13,1,330,1000,0.3,0.0033,3954	
13,1,330,1000,0.3,0.01,3951	
13,1,330,1000,0.3,0.033,3953	
13,1,330,1000,0.3,0.1,3951	
13,1,330,1000,0.3,0.33,3952	
13,1,330,1000,0.9,0.001,3951	
13,1,330,1000,0.9,0.0033,3955	
13,1,330,1000,0.9,0.01,3953	
13,1,330,1000,0.9,0.033,3952	
13,1,330,1000,0.9,0.1,3954	
13,1,330,1000,0.9,0.33,3952	
13,1,330,33,0.01,0.001,3950	
13,1,330,33,0.01,0.0033,3950	
13,1,330,33,0.01,0.01,3952	
13,1,330,33,0.01,0.033,3952	
13,1,330,33,0.01,0.1,3951	
13,1,330,33,0.01,0.33,3951	
13,1,330,33,0.033,0.001,3951	
13,1,330,33,0.033,0.0033,3952	
13,1,330,33,0.033,0.01,3949	
13,1,330,33,0.033,0.033,3949	
13,1,330,33,0.033,0.1,3952	
13,1,330,33,0.033,0.33,3951	
13,1,330,33,0.1,0.001,3951	
13,1,330,33,0.1,0.0033,3950	
13,1,330,33,0.1,0.01,3950	
13,1,330,33,0.1,0.033,3947	
13,1,330,33,0.1,0.1,3946	
13,1,330,33,0.1,0.33,3950	
13,1,330,33,0.3,0.001,3948	
13,1,330,33,0.3,0.0033,3948	
13,1,330,33,0.3,0.01,3948	
13,1,330,33,0.3,0.033,3949	
13,1,330,33,0.3,0.1,3951	
13,1,330,33,0.3,0.33,3949	
13,1,330,33,0.9,0.001,3949	
13,1,330,33,0.9,0.0033,3949	
13,1,330,33,0.9,0.01,3950	
13,1,330,33,0.9,0.033,3948	
13,1,330,33,0.9,0.1,3954	
13,1,330,33,0.9,0.33,3947	
13,1,330,330,0.01,0.001,3956	
13,1,330,330,0.01,0.0033,3956	
13,1,330,330,0.01,0.01,3954	
13,1,330,330,0.01,0.033,3956	
13,1,330,330,0.01,0.1,3957	
13,1,330,330,0.01,0.33,3954	
13,1,330,330,0.033,0.001,3952	
13,1,330,330,0.033,0.0033,3953	
13,1,330,330,0.033,0.01,3951	
13,1,330,330,0.033,0.033,3952	
13,1,330,330,0.033,0.1,3954	
13,1,330,330,0.033,0.33,3953	
13,1,330,330,0.1,0.001,3952	
13,1,330,330,0.1,0.0033,3954	
13,1,330,330,0.1,0.01,3953	
13,1,330,330,0.1,0.033,3951	
13,1,330,330,0.1,0.1,3952	
13,1,330,330,0.1,0.33,3951	
13,1,330,330,0.3,0.001,3950	
13,1,330,330,0.3,0.0033,3951	
13,1,330,330,0.3,0.01,3950	
13,1,330,330,0.3,0.033,3951	
13,1,330,330,0.3,0.1,3951	
13,1,330,330,0.3,0.33,3952	
13,1,330,330,0.9,0.001,3950	
13,1,330,330,0.9,0.0033,3951	
13,1,330,330,0.9,0.01,3951	
13,1,330,330,0.9,0.033,3954	
13,1,330,330,0.9,0.1,3952	
13,1,330,330,0.9,0.33,3951	
13,1,3300,100,0.01,0.001,3954	
13,1,3300,100,0.01,0.0033,3953	
13,1,3300,100,0.01,0.01,3956	
13,1,3300,100,0.01,0.033,3955	
13,1,3300,100,0.01,0.1,3953	
13,1,3300,100,0.01,0.33,3960	
13,1,3300,100,0.033,0.001,3955	
13,1,3300,100,0.033,0.0033,3951	
13,1,3300,100,0.033,0.01,3953	
13,1,3300,100,0.033,0.033,3952	
13,1,3300,100,0.033,0.1,3953	
13,1,3300,100,0.033,0.33,3951	
13,1,3300,100,0.1,0.001,3952	
13,1,3300,100,0.1,0.0033,3955	
13,1,3300,100,0.1,0.01,3954	
13,1,3300,100,0.1,0.033,3953	
13,1,3300,100,0.1,0.1,3951	
13,1,3300,100,0.1,0.33,3952	
13,1,3300,100,0.3,0.001,3952	
13,1,3300,100,0.3,0.0033,3953	
13,1,3300,100,0.3,0.01,3951	
13,1,3300,100,0.3,0.033,3953	
13,1,3300,100,0.3,0.1,3953	
13,1,3300,100,0.3,0.33,3953	
13,1,3300,100,0.9,0.001,3953	
13,1,3300,100,0.9,0.0033,3953	
13,1,3300,100,0.9,0.01,3952	
13,1,3300,100,0.9,0.033,3951	
13,1,3300,100,0.9,0.1,3954	
13,1,3300,100,0.9,0.33,3953	
13,1,3300,33,0.01,0.001,3955	
13,1,3300,33,0.01,0.0033,3953	
13,1,3300,33,0.01,0.01,3953	
13,1,3300,33,0.01,0.033,3954	
13,1,3300,33,0.01,0.1,3953	
13,1,3300,33,0.01,0.33,3952	
13,1,3300,33,0.033,0.001,3950	
13,1,3300,33,0.033,0.0033,3953	
13,1,3300,33,0.033,0.01,3950	
13,1,3300,33,0.033,0.033,3952	
13,1,3300,33,0.033,0.1,3952	
13,1,3300,33,0.033,0.33,3951	
13,1,3300,33,0.1,0.001,3951	
13,1,3300,33,0.1,0.0033,3953	
13,1,3300,33,0.1,0.01,3952	
13,1,3300,33,0.1,0.033,3950	
13,1,3300,33,0.1,0.1,3952	
13,1,3300,33,0.1,0.33,3952	
13,1,3300,33,0.3,0.001,3950	
13,1,3300,33,0.3,0.0033,3951	
13,1,3300,33,0.3,0.01,3952	
13,1,3300,33,0.3,0.033,3951	
13,1,3300,33,0.3,0.1,3950	
13,1,3300,33,0.3,0.33,3956	
13,1,3300,33,0.9,0.001,3952	
13,1,3300,33,0.9,0.0033,3953	
13,1,3300,33,0.9,0.01,3956	
13,1,3300,33,0.9,0.033,3954	
13,1,3300,33,0.9,0.1,3954	
13,1,3300,33,0.9,0.33,3954	
13,1,3300,330,0.033,0.01,3955	
13,1,3300,330,0.033,0.033,3954	
13,1,3300,330,0.033,0.1,3953	
13,1,3300,330,0.033,0.33,3956	
13,1,3300,330,0.1,0.001,3955	
13,1,3300,330,0.1,0.0033,3954	
13,1,3300,330,0.1,0.01,3953	
13,1,3300,330,0.1,0.033,3954	
13,1,3300,330,0.1,0.1,3953	
13,1,3300,330,0.1,0.33,3956	
13,1,3300,330,0.3,0.001,3953	
13,1,3300,330,0.3,0.0033,3957	
13,1,3300,330,0.3,0.01,3954	
13,1,3300,330,0.3,0.033,3953	
13,1,3300,330,0.3,0.1,3953	
13,1,3300,330,0.3,0.33,3953	
13,1,3300,330,0.9,0.001,3956	
13,1,3300,330,0.9,0.0033,3953	
13,1,3300,330,0.9,0.01,3957	
13,1,3300,330,0.9,0.033,3952	
13,1,3300,330,0.9,0.1,3954	
13,1,3300,330,0.9,0.33,3955	
14,1,100,100,0.01,0.001,7978	
14,1,100,100,0.01,0.0033,7977	
14,1,100,100,0.01,0.01,7975	
14,1,100,100,0.01,0.033,7977	
14,1,100,100,0.01,0.1,7977	
14,1,100,100,0.01,0.33,7973	
14,1,100,100,0.033,0.001,7976	
14,1,100,100,0.033,0.0033,7972	
14,1,100,100,0.033,0.01,7977	
14,1,100,100,0.033,0.033,7977	
14,1,100,100,0.033,0.1,7973	
14,1,100,100,0.033,0.33,7973	
14,1,100,100,0.1,0.001,7971	
14,1,100,100,0.1,0.0033,7969	
14,1,100,100,0.1,0.01,7969	
14,1,100,100,0.1,0.033,7975	
14,1,100,100,0.1,0.1,7970	
14,1,100,100,0.1,0.33,7975	
14,1,100,100,0.3,0.001,7969	
14,1,100,100,0.3,0.0033,7979	
14,1,100,100,0.3,0.01,7977	
14,1,100,100,0.3,0.033,7972	
14,1,100,100,0.3,0.1,7969	
14,1,100,100,0.3,0.33,7973	
14,1,100,100,0.9,0.001,7972	
14,1,100,100,0.9,0.0033,7973	
14,1,100,100,0.9,0.01,7972	
14,1,100,100,0.9,0.033,7969	
14,1,100,100,0.9,0.1,7971	
14,1,100,100,0.9,0.33,7971	
14,1,100,1000,0.01,0.001,7985	
14,1,100,1000,0.01,0.0033,7984	
14,1,100,1000,0.01,0.01,7983	
14,1,100,1000,0.01,0.033,7983	
14,1,100,1000,0.01,0.1,7978	
